storm,threshold_km,excess_log1p,density,mean_excess,n
Florence (2018),100,5.531062124248496,9.218487453217685e-06,1.1866888409749594,5585
Florence (2018),100,5.559118236472946,6.194888958377274e-06,1.1866888409749594,5585
Florence (2018),100,5.5871743486973955,4.082616589085024e-06,1.1866888409749594,5585
Florence (2018),100,5.615230460921843,2.6382880773874173e-06,1.1866888409749594,5585
Florence (2018),100,5.643286573146293,1.671638721538933e-06,1.1866888409749594,5585
Florence (2018),100,5.6713426853707425,1.0384027624487506e-06,1.1866888409749594,5585
Florence (2018),100,5.69939879759519,6.32362228184129e-07,1.1866888409749594,5585
Florence (2018),100,5.72745490981964,3.775040499925354e-07,1.1866888409749594,5585
Florence (2018),100,5.755511022044088,2.2091042002921014e-07,1.1866888409749594,5585
Florence (2018),100,5.783567134268537,1.2671744915283402e-07,1.1866888409749594,5585
Florence (2018),100,5.811623246492987,7.12478503816464e-08,1.1866888409749594,5585
Florence (2018),100,5.839679358717435,3.926575043054449e-08,1.1866888409749594,5585
Florence (2018),100,5.867735470941884,2.1210759912355473e-08,1.1866888409749594,5585
Florence (2018),100,5.895791583166332,1.1230355729976845e-08,1.1866888409749594,5585
Florence (2018),100,5.923847695390782,5.82802776101397e-09,1.1866888409749594,5585
Florence (2018),100,5.951903807615231,2.9644029742340985e-09,1.1866888409749594,5585
Florence (2018),100,5.979959919839679,1.4778753205490355e-09,1.1866888409749594,5585
Florence (2018),100,6.008016032064129,7.22139697510297e-10,1.1866888409749594,5585
Florence (2018),100,6.0360721442885765,3.4584848352024246e-10,1.1866888409749594,5585
Florence (2018),100,6.064128256513026,1.623418424480303e-10,1.1866888409749594,5585
Florence (2018),100,6.092184368737476,7.468854147777172e-11,1.1866888409749594,5585
Florence (2018),100,6.1202404809619235,3.3678720761111575e-11,1.1866888409749594,5585
Florence (2018),100,6.148296593186373,1.4884513757686745e-11,1.1866888409749594,5585
Florence (2018),100,6.176352705410821,6.4474897780935435e-12,1.1866888409749594,5585
Florence (2018),100,6.2044088176352705,2.7373051449475758e-12,1.1866888409749594,5585
Florence (2018),100,6.23246492985972,1.1390216663167881e-12,1.1866888409749594,5585
Florence (2018),100,6.260521042084168,4.64533161778526e-13,1.1866888409749594,5585
Florence (2018),100,6.2885771543086175,1.8568517185077539e-13,1.1866888409749594,5585
Florence (2018),100,6.316633266533067,7.274670539097755e-14,1.1866888409749594,5585
Florence (2018),100,6.344689378757515,2.793347151234418e-14,1.1866888409749594,5585
Florence (2018),100,6.3727454909819645,1.051264191933872e-14,1.1866888409749594,5585
Florence (2018),100,6.400801603206412,3.877699299542954e-15,1.1866888409749594,5585
Florence (2018),100,6.428857715430862,1.4018825125462357e-15,1.1866888409749594,5585
Florence (2018),100,6.4569138276553115,4.967344627149323e-16,1.1866888409749594,5585
Florence (2018),100,6.484969939879759,1.725091394900749e-16,1.1866888409749594,5585
Florence (2018),100,6.513026052104209,5.871851151133132e-17,1.1866888409749594,5585
Florence (2018),100,6.541082164328657,1.9589035523591554e-17,1.1866888409749594,5585
Florence (2018),100,6.569138276553106,6.4051032762243344e-18,1.1866888409749594,5585
Florence (2018),100,6.597194388777556,2.0526470094220032e-18,1.1866888409749594,5585
Florence (2018),100,6.625250501002004,6.447293537823074e-19,1.1866888409749594,5585
Florence (2018),100,6.653306613226453,1.9847949443627057e-19,1.1866888409749594,5585
Florence (2018),100,6.681362725450901,5.988649108032178e-20,1.1866888409749594,5585
Florence (2018),100,6.709418837675351,1.770994057955607e-20,1.1866888409749594,5585
Florence (2018),100,6.7374749498998,5.133107391154498e-21,1.1866888409749594,5585
Florence (2018),100,6.765531062124248,1.4582050644545776e-21,1.1866888409749594,5585
Florence (2018),100,6.793587174348698,4.060054436601046e-22,1.1866888409749594,5585
Florence (2018),100,6.821643286573146,1.1079498699686623e-22,1.1866888409749594,5585
Florence (2018),100,6.849699398797595,2.963352826654024e-23,1.1866888409749594,5585
Florence (2018),100,6.877755511022045,7.768221703465271e-24,1.1866888409749594,5585
Florence (2018),100,6.905811623246493,1.995881972783145e-24,1.1866888409749594,5585
Florence (2018),100,6.933867735470942,5.026007050570304e-25,1.1866888409749594,5585
Florence (2018),100,6.961923847695392,1.2404701691275876e-25,1.1866888409749594,5585
Florence (2018),100,6.98997995991984,3.0007136154579494e-26,1.1866888409749594,5585
Florence (2018),100,7.018036072144289,7.114391577206348e-27,1.1866888409749594,5585
Florence (2018),100,7.046092184368737,1.6532021951613226e-27,1.1866888409749594,5585
Florence (2018),100,7.074148296593187,3.765209735426149e-28,1.1866888409749594,5585
Florence (2018),100,7.102204408817636,8.404799621195316e-29,1.1866888409749594,5585
Florence (2018),100,7.130260521042084,1.838825619368266e-29,1.1866888409749594,5585
Florence (2018),100,7.158316633266534,3.9430176297240435e-30,1.1866888409749594,5585
Florence (2018),100,7.186372745490981,8.28689588743864e-31,1.1866888409749594,5585
Florence (2018),100,7.214428857715431,1.7069863059329624e-31,1.1866888409749594,5585
Florence (2018),100,7.242484969939881,3.44622145701328e-32,1.1866888409749594,5585
Florence (2018),100,7.270541082164328,6.819166864887173e-33,1.1866888409749594,5585
Florence (2018),100,7.298597194388778,1.3224962336697654e-33,1.1866888409749594,5585
Florence (2018),100,7.326653306613226,2.513810642189562e-34,1.1866888409749594,5585
Florence (2018),100,7.354709418837675,4.683231945329222e-35,1.1866888409749594,5585
Florence (2018),100,7.382765531062125,8.55133194076691e-36,1.1866888409749594,5585
Florence (2018),100,7.410821643286573,1.530371441974268e-36,1.1866888409749594,5585
Florence (2018),100,7.438877755511022,2.684323979334152e-37,1.1866888409749594,5585
Florence (2018),100,7.46693386773547,4.614748098918868e-38,1.1866888409749594,5585
Florence (2018),100,7.49498997995992,7.775638447040705e-39,1.1866888409749594,5585
Florence (2018),100,7.523046092184369,1.2841007740150372e-39,1.1866888409749594,5585
Florence (2018),100,7.551102204408817,2.0784383510976912e-40,1.1866888409749594,5585
Florence (2018),100,7.579158316633267,3.297237095993257e-41,1.1866888409749594,5585
Florence (2018),100,7.607214428857716,5.1267034593338995e-42,1.1866888409749594,5585
Florence (2018),100,7.635270541082164,7.812701079044878e-43,1.1866888409749594,5585
Florence (2018),100,7.663326653306614,1.1669149638927497e-43,1.1866888409749594,5585
Florence (2018),100,7.691382765531062,1.7082530321371916e-44,1.1866888409749594,5585
Florence (2018),100,7.719438877755511,2.450982338635649e-45,1.1866888409749594,5585
Florence (2018),100,7.747494989979961,3.4466973771705446e-46,1.1866888409749594,5585
Florence (2018),100,7.775551102204409,4.750519617295374e-47,1.1866888409749594,5585
Florence (2018),100,7.803607214428858,6.417325502721874e-48,1.1866888409749594,5585
Florence (2018),100,7.831663326653306,8.496538138152209e-49,1.1866888409749594,5585
Florence (2018),100,7.859719438877756,1.102566884339984e-49,1.1866888409749594,5585
Florence (2018),100,7.887775551102205,1.402306243706461e-50,1.1866888409749594,5585
Florence (2018),100,7.915831663326653,1.7480577712915652e-51,1.1866888409749594,5585
Florence (2018),100,7.943887775551103,2.1357169062621164e-52,1.1866888409749594,5585
Florence (2018),100,7.97194388777555,2.557446632886803e-53,1.1866888409749594,5585
Florence (2018),100,8.0,3.001542275507085e-54,1.1866888409749594,5585
Michael (2018),10,-6.0,2.1453192562941e-18,3.2041196617061325,15995
Michael (2018),10,-5.971943887775551,4.300770099619552e-18,3.2041196617061325,15995
Michael (2018),10,-5.943887775551103,8.5546254745846e-18,3.2041196617061325,15995
Michael (2018),10,-5.915831663326653,1.688326173547257e-17,3.2041196617061325,15995
Michael (2018),10,-5.887775551102204,3.3060727087992697e-17,3.2041196617061325,15995
Michael (2018),10,-5.859719438877756,6.423463616706572e-17,3.2041196617061325,15995
Michael (2018),10,-5.831663326653307,1.2383034828314523e-16,3.2041196617061325,15995
Michael (2018),10,-5.803607214428857,2.36856892631826e-16,3.2041196617061325,15995
Michael (2018),10,-5.775551102204409,4.495171131331954e-16,3.2041196617061325,15995
Michael (2018),10,-5.74749498997996,8.464628046782424e-16,3.2041196617061325,15995
Michael (2018),10,-5.719438877755511,1.5815071771196853e-15,3.2041196617061325,15995
Michael (2018),10,-5.6913827655310625,2.9318132538578805e-15,3.2041196617061325,15995
Michael (2018),10,-5.663326653306613,5.392665933174799e-15,3.2041196617061325,15995
Michael (2018),10,-5.635270541082164,9.841766477497686e-15,3.2041196617061325,15995
Michael (2018),10,-5.6072144288577155,1.78215383943008e-14,3.2041196617061325,15995
Michael (2018),10,-5.579158316633267,3.201991802011089e-14,3.2041196617061325,15995
Michael (2018),10,-5.551102204408817,5.708190419422424e-14,3.2041196617061325,15995
Michael (2018),10,-5.5230460921843685,1.0096718547241157e-13,3.2041196617061325,15995
Michael (2018),10,-5.49498997995992,1.7720092733136266e-13,3.2041196617061325,15995
Michael (2018),10,-5.466933867735471,3.0857169628562693e-13,3.2041196617061325,15995
Michael (2018),10,-5.438877755511022,5.331519421352601e-13,3.2041196617061325,15995
Michael (2018),10,-5.410821643286573,9.140105457010506e-13,3.2041196617061325,15995
Michael (2018),10,-5.382765531062124,1.5547381625193623e-12,3.2041196617061325,15995
Michael (2018),10,-5.354709418837675,2.624035698261059e-12,3.2041196617061325,15995
Michael (2018),10,-5.326653306613227,4.394295790530917e-12,3.2041196617061325,15995
Michael (2018),10,-5.298597194388778,7.30157584526003e-12,3.2041196617061325,15995
Michael (2018),10,-5.270541082164328,1.2037947431648816e-11,3.2041196617061325,15995
Michael (2018),10,-5.24248496993988,1.9692354426964295e-11,3.2041196617061325,15995
Michael (2018),10,-5.214428857715431,3.196341051873424e-11,3.2041196617061325,15995
Michael (2018),10,-5.186372745490982,5.14777837738419e-11,3.2041196617061325,15995
Michael (2018),10,-5.158316633266534,8.226193362800256e-11,3.2041196617061325,15995
Michael (2018),10,-5.130260521042084,1.304342106931655e-10,3.2041196617061325,15995
Michael (2018),10,-5.102204408817635,2.0521019780886413e-10,3.2041196617061325,15995
Michael (2018),10,-5.074148296593187,3.2034843330045656e-10,3.2041196617061325,15995
Michael (2018),10,-5.046092184368737,4.962083420835901e-10,3.2041196617061325,15995
Michael (2018),10,-5.018036072144288,7.626495304272825e-10,3.2041196617061325,15995
Michael (2018),10,-4.98997995991984,1.1630738780592417e-09,3.2041196617061325,15995
Michael (2018),10,-4.961923847695391,1.7600012770257925e-09,3.2041196617061325,15995
Michael (2018),10,-4.933867735470942,2.642678216144355e-09,3.2041196617061325,15995
Michael (2018),10,-4.905811623246493,3.9373467061670215e-09,3.2041196617061325,15995
Michael (2018),10,-4.877755511022044,5.820949011587642e-09,3.2041196617061325,15995
Michael (2018),10,-4.849699398797595,8.539209127940467e-09,3.2041196617061325,15995
Michael (2018),10,-4.8216432865731464,1.243021013842172e-08,3.2041196617061325,15995
Michael (2018),10,-4.793587174348698,1.7954769353862185e-08,3.2041196617061325,15995
Michael (2018),10,-4.765531062124248,2.5735088229407677e-08,3.2041196617061325,15995
Michael (2018),10,-4.7374749498997994,3.6603304468619236e-08,3.2041196617061325,15995
Michael (2018),10,-4.709418837675351,5.1661677367742976e-08,3.2041196617061325,15995
Michael (2018),10,-4.681362725450902,7.23561671358623e-08,3.2041196617061325,15995
Michael (2018),10,-4.653306613226453,1.00565093007037e-07,3.2041196617061325,15995
Michael (2018),10,-4.625250501002004,1.3870433872654447e-07,3.2041196617061325,15995
Michael (2018),10,-4.597194388777555,1.898501819870504e-07,3.2041196617061325,15995
Michael (2018),10,-4.569138276553106,2.5788022376691225e-07,3.2041196617061325,15995
Michael (2018),10,-4.541082164328657,3.476320584594234e-07,3.2041196617061325,15995
Michael (2018),10,-4.513026052104209,4.6507824272355604e-07,3.2041196617061325,15995
Michael (2018),10,-4.484969939879759,6.175147950412272e-07,3.2041196617061325,15995
Michael (2018),10,-4.456913827655311,8.137589184734061e-07,3.2041196617061325,15995
Michael (2018),10,-4.428857715430862,1.0643499457100996e-06,3.2041196617061325,15995
Michael (2018),10,-4.400801603206412,1.381745752357979e-06,3.2041196617061325,15995
Michael (2018),10,-4.372745490981964,1.7805052021273888e-06,3.2041196617061325,15995
Michael (2018),10,-4.344689378757515,2.277445741842618e-06,3.2041196617061325,15995
Michael (2018),10,-4.316633266533066,2.891764249992673e-06,3.2041196617061325,15995
Michael (2018),10,-4.2885771543086175,3.645108873388686e-06,3.2041196617061325,15995
Michael (2018),10,-4.260521042084168,4.56159007834e-06,3.2041196617061325,15995
Michael (2018),10,-4.232464929859719,5.6677206927790866e-06,3.2041196617061325,15995
Michael (2018),10,-4.2044088176352705,6.992277477068279e-06,3.2041196617061325,15995
Michael (2018),10,-4.176352705410822,8.566080815216065e-06,3.2041196617061325,15995
Michael (2018),10,-4.148296593186373,1.042169444714846e-05,3.2041196617061325,15995
Michael (2018),10,-4.1202404809619235,1.2593053625443922e-05,3.2041196617061325,15995
Michael (2018),10,-4.092184368737475,1.5115037394958346e-05,3.2041196617061325,15995
Michael (2018),10,-4.064128256513026,1.8023008432322996e-05,3.2041196617061325,15995
Michael (2018),10,-4.036072144288577,2.1352351475748078e-05,3.2041196617061325,15995
Michael (2018),10,-4.008016032064129,2.5138048138792356e-05,3.2041196617061325,15995
Michael (2018),10,-3.979959919839679,2.941433107383609e-05,3.2041196617061325,15995
Michael (2018),10,-3.9519038076152304,3.421446325231306e-05,3.2041196617061325,15995
Michael (2018),10,-3.9238476953907817,3.957068783182995e-05,3.2041196617061325,15995
Michael (2018),10,-3.8957915831663326,4.551439008921033e-05,3.2041196617061325,15995
Michael (2018),10,-3.867735470941884,5.207650483032233e-05,3.2041196617061325,15995
Michael (2018),10,-3.8396793587174347,5.928819044732823e-05,3.2041196617061325,15995
Michael (2018),10,-3.811623246492986,6.718177463441085e-05,3.2041196617061325,15995
Michael (2018),10,-3.783567134268537,7.579195733011524e-05,3.2041196617061325,15995
Michael (2018),10,-3.755511022044088,8.515723475156366e-05,3.2041196617061325,15995
Michael (2018),10,-3.7274549098196395,9.532148580131838e-05,3.2041196617061325,15995
Michael (2018),10,-3.6993987975951903,0.00010633564032358229,3.2041196617061325,15995
Michael (2018),10,-3.6713426853707416,0.00011825932950052687,3.2041196617061325,15995
Michael (2018),10,-3.6432865731462925,0.0001311624039863987,3.2041196617061325,15995
Michael (2018),10,-3.6152304609218437,0.00014512619692790243,3.2041196617061325,15995
Michael (2018),10,-3.5871743486973946,0.0001602444082739554,3.2041196617061325,15995
Michael (2018),10,-3.559118236472946,0.00017662349474323736,3.2041196617061325,15995
Michael (2018),10,-3.531062124248497,0.00019438246691050215,3.2041196617061325,15995
Michael (2018),10,-3.503006012024048,0.0002136520208190132,3.2041196617061325,15995
Michael (2018),10,-3.4749498997995993,0.00023457296531604967,3.2041196617061325,15995
Michael (2018),10,-3.44689378757515,0.000257293946206962,3.2041196617061325,15995
Michael (2018),10,-3.4188376753507015,0.0002819685119519326,3.2041196617061325,15995
Michael (2018),10,-3.3907815631262523,0.0003087516101083452,3.2041196617061325,15995
Michael (2018),10,-3.3627254509018036,0.0003377956458688165,3.2041196617061325,15995
Michael (2018),10,-3.3346693386773545,0.0003692462706203825,3.2041196617061325,15995
Michael (2018),10,-3.306613226452906,0.0004032380964234131,3.2041196617061325,15995
Michael (2018),10,-3.278557114228457,0.0004398905491297256,3.2041196617061325,15995
Michael (2018),10,-3.250501002004008,0.0004793040767087458,3.2041196617061325,15995
Michael (2018),10,-3.2224448897795592,0.0005215569193452907,3.2041196617061325,15995
Michael (2018),10,-3.19438877755511,0.0005667026242032945,3.2041196617061325,15995
Michael (2018),10,-3.1663326653306614,0.0006147684517351475,3.2041196617061325,15995
Michael (2018),10,-3.1382765531062122,0.0006657547744599296,3.2041196617061325,15995
Michael (2018),10,-3.1102204408817635,0.000719635516581011,3.2041196617061325,15995
Michael (2018),10,-3.0821643286573144,0.0007763596277133006,3.2041196617061325,15995
Michael (2018),10,-3.0541082164328657,0.000835853530772656,3.2041196617061325,15995
Michael (2018),10,-3.026052104208417,0.0008980244371758976,3.2041196617061325,15995
Michael (2018),10,-2.997995991983968,0.0009627643859279129,3.2041196617061325,15995
Michael (2018),10,-2.969939879759519,0.0010299548401332451,3.2041196617061325,15995
Michael (2018),10,-2.94188376753507,0.0010994716669813305,3.2041196617061325,15995
Michael (2018),10,-2.9138276553106213,0.0011711903358723342,3.2041196617061325,15995
Michael (2018),10,-2.885771543086172,0.0012449911930026137,3.2041196617061325,15995
Michael (2018),10,-2.8577154308617234,0.0013207647066975675,3.2041196617061325,15995
Michael (2018),10,-2.8296593186372747,0.0013984166218466458,3.2041196617061325,15995
Michael (2018),10,-2.8016032064128256,0.0014778730085502974,3.2041196617061325,15995
Michael (2018),10,-2.773547094188377,0.0015590852333940996,3.2041196617061325,15995
Michael (2018),10,-2.7454909819639277,0.0016420349153432171,3.2041196617061325,15995
Michael (2018),10,-2.717434869739479,0.001726738946348872,3.2041196617061325,15995
Michael (2018),10,-2.68937875751503,0.0018132546548372621,3.2041196617061325,15995
Michael (2018),10,-2.661322645290581,0.001901685165614902,3.2041196617061325,15995
Michael (2018),10,-2.6332665330661325,0.001992184962035956,3.2041196617061325,15995
Michael (2018),10,-2.6052104208416833,0.0020849655878746615,3.2041196617061325,15995
Michael (2018),10,-2.5771543086172346,0.0021803013423142923,3.2041196617061325,15995
Michael (2018),10,-2.5490981963927855,0.0022785347294128778,3.2041196617061325,15995
Michael (2018),10,-2.5210420841683367,0.0023800813329552866,3.2041196617061325,15995
Michael (2018),10,-2.4929859719438876,0.002485433709583604,3.2041196617061325,15995
Michael (2018),10,-2.464929859719439,0.002595163838542505,3.2041196617061325,15995
Michael (2018),10,-2.4368737474949898,0.002709923645352704,3.2041196617061325,15995
Michael (2018),10,-2.408817635270541,0.0028304431371628026,3.2041196617061325,15995
Michael (2018),10,-2.3807615230460923,0.002957525754143555,3.2041196617061325,15995
Michael (2018),10,-2.352705410821643,0.0030920406547305943,3.2041196617061325,15995
Michael (2018),10,-2.3246492985971945,0.0032349118088918056,3.2041196617061325,15995
Michael (2018),10,-2.2965931863727453,0.0033871039643820064,3.2041196617061325,15995
Michael (2018),10,-2.2685370741482966,0.003549605763456309,3.2041196617061325,15995
Michael (2018),10,-2.2404809619238475,0.0037234105057764775,3.2041196617061325,15995
Michael (2018),10,-2.212424849699399,0.003909495259346382,3.2041196617061325,15995
Michael (2018),10,-2.1843687374749496,0.004108799197014741,3.2041196617061325,15995
Michael (2018),10,-2.156312625250501,0.0043222021645966426,3.2041196617061325,15995
Michael (2018),10,-2.1282565130260522,0.004550504554374318,3.2041196617061325,15995
Michael (2018),10,-2.100200400801603,0.004794409555678926,3.2041196617061325,15995
Michael (2018),10,-2.0721442885771544,0.005054508779189903,3.2041196617061325,15995
Michael (2018),10,-2.0440881763527052,0.0053312721065026224,3.2041196617061325,15995
Michael (2018),10,-2.0160320641282565,0.005625042410493092,3.2041196617061325,15995
Michael (2018),10,-1.9879759519038078,0.005936035539463822,3.2041196617061325,15995
Michael (2018),10,-1.9599198396793582,0.006264345677380147,3.2041196617061325,15995
Michael (2018),10,-1.9318637274549095,0.006609955904306571,3.2041196617061325,15995
Michael (2018),10,-1.9038076152304608,0.0069727535062379135,3.2041196617061325,15995
Michael (2018),10,-1.8757515030060121,0.007352549340898623,3.2041196617061325,15995
Michael (2018),10,-1.8476953907815634,0.007749100371209576,3.2041196617061325,15995
Michael (2018),10,-1.8196392785571138,0.008162134341553554,3.2041196617061325,15995
Michael (2018),10,-1.7915831663326651,0.008591375498670005,3.2041196617061325,15995
Michael (2018),10,-1.7635270541082164,0.009036570248282614,3.2041196617061325,15995
Michael (2018),10,-1.7354709418837677,0.00949751168467768,3.2041196617061325,15995
Michael (2018),10,-1.707414829659319,0.009974062023816697,3.2041196617061325,15995
Michael (2018),10,-1.6793587174348694,0.010466172099297096,3.2041196617061325,15995
Michael (2018),10,-1.6513026052104207,0.01097389723209047,3.2041196617061325,15995
Michael (2018),10,-1.623246492985972,0.011497408948056608,3.2041196617061325,15995
Michael (2018),10,-1.5951903807615233,0.012037002182643556,3.2041196617061325,15995
Michael (2018),10,-1.5671342685370737,0.012593097773949548,3.2041196617061325,15995
Michael (2018),10,-1.539078156312625,0.013166240200735894,3.2041196617061325,15995
Michael (2018),10,-1.5110220440881763,0.013757090671180531,3.2041196617061325,15995
Michael (2018),10,-1.4829659318637276,0.014366415813129578,3.2041196617061325,15995
Michael (2018),10,-1.454909819639279,0.014995072359855685,3.2041196617061325,15995
Michael (2018),10,-1.4268537074148293,0.015643988368406112,3.2041196617061325,15995
Michael (2018),10,-1.3987975951903806,0.016314141649803215,3.2041196617061325,15995
Michael (2018),10,-1.370741482965932,0.017006536227683798,3.2041196617061325,15995
Michael (2018),10,-1.3426853707414832,0.017722177766887774,3.2041196617061325,15995
Michael (2018),10,-1.3146292585170336,0.018462049015201595,3.2041196617061325,15995
Michael (2018),10,-1.286573146292585,0.019227086366818438,3.2041196617061325,15995
Michael (2018),10,-1.2585170340681362,0.020018158671333944,3.2041196617061325,15995
Michael (2018),10,-1.2304609218436875,0.020836049364751235,3.2041196617061325,15995
Michael (2018),10,-1.2024048096192388,0.021681442880004544,3.2041196617061325,15995
Michael (2018),10,-1.1743486973947892,0.022554916100186933,3.2041196617061325,15995
Michael (2018),10,-1.1462925851703405,0.0234569353511091,3.2041196617061325,15995
Michael (2018),10,-1.1182364729458918,0.024387859101683233,3.2041196617061325,15995
Michael (2018),10,-1.090180360721443,0.025347946169029776,3.2041196617061325,15995
Michael (2018),10,-1.0621242484969944,0.02633736883470314,3.2041196617061325,15995
Michael (2018),10,-1.0340681362725448,0.02735622989812918,3.2041196617061325,15995
Michael (2018),10,-1.006012024048096,0.028404582354406606,3.2041196617061325,15995
Michael (2018),10,-0.9779559118236474,0.02948245011632686,3.2041196617061325,15995
Michael (2018),10,-0.9498997995991987,0.030589848031250037,3.2041196617061325,15995
Michael (2018),10,-0.9218436873747491,0.031726799392154385,3.2041196617061325,15995
Michael (2018),10,-0.8937875751503004,0.0328933492198364,3.2041196617061325,15995
Michael (2018),10,-0.8657314629258517,0.03408957180082714,3.2041196617061325,15995
Michael (2018),10,-0.837675350701403,0.035315571293547635,3.2041196617061325,15995
Michael (2018),10,-0.8096192384769543,0.03657147464407678,3.2041196617061325,15995
Michael (2018),10,-0.7815631262525047,0.03785741655480197,3.2041196617061325,15995
Michael (2018),10,-0.753507014028056,0.03917351679026774,3.2041196617061325,15995
Michael (2018),10,-0.7254509018036073,0.04051985064760997,3.2041196617061325,15995
Michael (2018),10,-0.6973947895791586,0.04189641392678127,3.2041196617061325,15995
Michael (2018),10,-0.669338677354709,0.04330308417398906,3.2041196617061325,15995
Michael (2018),10,-0.6412825651302603,0.04473958031143506,3.2041196617061325,15995
Michael (2018),10,-0.6132264529058116,0.04620542298634238,3.2041196617061325,15995
Michael (2018),10,-0.5851703406813629,0.047699898059865305,3.2041196617061325,15995
Michael (2018),10,-0.5571142284569142,0.04922202560879457,3.2041196617061325,15995
Michael (2018),10,-0.5290581162324646,0.050770536635765286,3.2041196617061325,15995
Michael (2018),10,-0.5010020040080159,0.05234385939080555,3.2041196617061325,15995
Michael (2018),10,-0.47294589178356716,0.05394011681837235,3.2041196617061325,15995
Michael (2018),10,-0.44488977955911846,0.05555713618378855,3.2041196617061325,15995
Michael (2018),10,-0.41683366733466887,0.057192471427345334,3.2041196617061325,15995
Michael (2018),10,-0.38877755511022016,0.0588434382696414,3.2041196617061325,15995
Michael (2018),10,-0.36072144288577146,0.060507161572459,3.2041196617061325,15995
Michael (2018),10,-0.33266533066132276,0.06218063396727089,3.2041196617061325,15995
Michael (2018),10,-0.30460921843687405,0.06386078431596838,3.2041196617061325,15995
Michael (2018),10,-0.27655310621242446,0.06554455417925488,3.2041196617061325,15995
Michael (2018),10,-0.24849699398797576,0.06722898014691636,3.2041196617061325,15995
Michael (2018),10,-0.22044088176352705,0.06891127963693053,3.2041196617061325,15995
Michael (2018),10,-0.19238476953907835,0.07058893760028438,3.2041196617061325,15995
Michael (2018),10,-0.16432865731462876,0.07225979147641577,3.2041196617061325,15995
Michael (2018),10,-0.13627254509018005,0.07392211172973635,3.2041196617061325,15995
Michael (2018),10,-0.10821643286573135,0.0755746753589294,3.2041196617061325,15995
Michael (2018),10,-0.08016032064128265,0.07721682990470839,3.2041196617061325,15995
Michael (2018),10,-0.05210420841683394,0.07884854568454241,3.2041196617061325,15995
Michael (2018),10,-0.02404809619238435,0.08047045424911144,3.2041196617061325,15995
Michael (2018),10,0.004008016032064354,0.08208387137797847,3.2041196617061325,15995
Michael (2018),10,0.03206412825651306,0.08369080330229889,3.2041196617061325,15995
Michael (2018),10,0.06012024048096176,0.0852939352493689,3.2041196617061325,15995
Michael (2018),10,0.08817635270541047,0.08689660183491904,3.2041196617061325,15995
Michael (2018),10,0.11623246492986006,0.08850273927007289,3.2041196617061325,15995
Michael (2018),10,0.14428857715430876,0.09011681978638462,3.2041196617061325,15995
Michael (2018),10,0.17234468937875747,0.09174376910009818,3.2041196617061325,15995
Michael (2018),10,0.20040080160320617,0.09338886812315358,3.2041196617061325,15995
Michael (2018),10,0.22845691382765576,0.09505764047360626,3.2041196617061325,15995
Michael (2018),10,0.25651302605210446,0.09675572763564397,3.2041196617061325,15995
Michael (2018),10,0.28456913827655317,0.09848875386714696,3.2041196617061325,15995
Michael (2018),10,0.3126252505010019,0.1002621831528845,3.2041196617061325,15995
Michael (2018),10,0.3406813627254506,0.10208117066013477,3.2041196617061325,15995
Michael (2018),10,0.36873747494990017,0.10395041127980037,3.2041196617061325,15995
Michael (2018),10,0.39679358717434887,0.1058739879410033,3.2041196617061325,15995
Michael (2018),10,0.4248496993987976,0.10785522248134902,3.2041196617061325,15995
Michael (2018),10,0.4529058116232463,0.10989653194760449,3.2041196617061325,15995
Michael (2018),10,0.48096192384769587,0.11199929329770004,3.2041196617061325,15995
Michael (2018),10,0.5090180360721446,0.11416371957448783,3.2041196617061325,15995
Michael (2018),10,0.5370741482965933,0.11638875071819993,3.2041196617061325,15995
Michael (2018),10,0.565130260521042,0.11867196226427609,3.2041196617061325,15995
Michael (2018),10,0.5931863727454907,0.12100949521604554,3.2041196617061325,15995
Michael (2018),10,0.6212424849699403,0.12339601036151912,3.2041196617061325,15995
Michael (2018),10,0.649298597194389,0.1258246701906563,3.2041196617061325,15995
Michael (2018),10,0.6773547094188377,0.12828715133284413,3.2041196617061325,15995
Michael (2018),10,0.7054108216432864,0.13077369004502618,3.2041196617061325,15995
Michael (2018),10,0.7334669338677351,0.1332731627153625,3.2041196617061325,15995
Michael (2018),10,0.7615230460921847,0.13577320259070982,3.2041196617061325,15995
Michael (2018),10,0.7895791583166334,0.13826035298599304,3.2041196617061325,15995
Michael (2018),10,0.8176352705410821,0.1407202561015503,3.2041196617061325,15995
Michael (2018),10,0.8456913827655308,0.1431378752887708,3.2041196617061325,15995
Michael (2018),10,0.8737474949899804,0.14549774720960146,3.2041196617061325,15995
Michael (2018),10,0.9018036072144291,0.14778425889186114,3.2041196617061325,15995
Michael (2018),10,0.9298597194388778,0.1499819432636108,3.2041196617061325,15995
Michael (2018),10,0.9579158316633265,0.15207578543924774,3.2041196617061325,15995
Michael (2018),10,0.9859719438877752,0.15405153091586246,3.2041196617061325,15995
Michael (2018),10,1.0140280561122248,0.15589598600789872,3.2041196617061325,15995
Michael (2018),10,1.0420841683366735,0.1575973003816087,3.2041196617061325,15995
Michael (2018),10,1.0701402805611222,0.15914522151483934,3.2041196617061325,15995
Michael (2018),10,1.098196392785571,0.16053131134952542,3.2041196617061325,15995
Michael (2018),10,1.1262525050100205,0.1617491163463357,3.2041196617061325,15995
Michael (2018),10,1.1543086172344692,0.16279428358698525,3.2041196617061325,15995
Michael (2018),10,1.182364729458918,0.16366461746247016,3.2041196617061325,15995
