storm,threshold_km,excess_log1p,density,mean_excess,n
Harvey (2017),10,3.454909819639278,0.20021562958465633,3.3287329351356507,8719
Harvey (2017),10,3.4829659318637276,0.20147159563647807,3.3287329351356507,8719
Harvey (2017),10,3.511022044088177,0.2026574676360661,3.3287329351356507,8719
Harvey (2017),10,3.539078156312625,0.20376314380153768,3.3287329351356507,8719
Harvey (2017),10,3.5671342685370746,0.20477829923771396,3.3287329351356507,8719
Harvey (2017),10,3.5951903807615224,0.20569275085848165,3.3287329351356507,8719
Harvey (2017),10,3.623246492985972,0.2064968430250033,3.3287329351356507,8719
Harvey (2017),10,3.6513026052104216,0.207181830906113,3.3287329351356507,8719
Harvey (2017),10,3.6793587174348694,0.20774023804154926,3.3287329351356507,8719
Harvey (2017),10,3.707414829659319,0.20816616563979215,3.3287329351356507,8719
Harvey (2017),10,3.735470941883767,0.2084555337555125,3.3287329351356507,8719
Harvey (2017),10,3.7635270541082164,0.20860623853212226,3.3287329351356507,8719
Harvey (2017),10,3.791583166332666,0.20861821491134222,3.3287329351356507,8719
Harvey (2017),10,3.819639278557114,0.2084934002501766,3.3287329351356507,8719
Harvey (2017),10,3.8476953907815634,0.20823560071479533,3.3287329351356507,8719
Harvey (2017),10,3.8757515030060112,0.2078502686650689,3.3287329351356507,8719
Harvey (2017),10,3.903807615230461,0.20734420502357837,3.3287329351356507,8719
Harvey (2017),10,3.9318637274549104,0.20672520539728992,3.3287329351356507,8719
Harvey (2017),10,3.9599198396793582,0.20600167212539217,3.3287329351356507,8719
Harvey (2017),10,3.987975951903808,0.20518221621160182,3.3287329351356507,8719
Harvey (2017),10,4.016032064128257,0.20427527314688257,3.3287329351356507,8719
Harvey (2017),10,4.044088176352705,0.20328875496898297,3.3287329351356507,8719
Harvey (2017),10,4.072144288577155,0.20222975770960844,3.3287329351356507,8719
Harvey (2017),10,4.100200400801603,0.20110433894491214,3.3287329351356507,8719
Harvey (2017),10,4.128256513026052,0.19991737488071484,3.3287329351356507,8719
Harvey (2017),10,4.156312625250502,0.19867250071704692,3.3287329351356507,8719
Harvey (2017),10,4.18436873747495,0.1973721324066038,3.3287329351356507,8719
Harvey (2017),10,4.212424849699399,0.19601756277765456,3.3287329351356507,8719
Harvey (2017),10,4.240480961923847,0.19460912069497152,3.3287329351356507,8719
Harvey (2017),10,4.268537074148297,0.1931463787466679,3.3287329351356507,8719
Harvey (2017),10,4.296593186372746,0.1916283930198588,3.3287329351356507,8719
Harvey (2017),10,4.324649298597194,0.19005395789475618,3.3287329351356507,8719
Harvey (2017),10,4.352705410821644,0.18842185936450406,3.3287329351356507,8719
Harvey (2017),10,4.3807615230460915,0.18673111200452291,3.3287329351356507,8719
Harvey (2017),10,4.408817635270541,0.1849811671314402,3.3287329351356507,8719
Harvey (2017),10,4.436873747494991,0.18317208263393178,3.3287329351356507,8719
Harvey (2017),10,4.4649298597194385,0.18130464814629274,3.3287329351356507,8719
Harvey (2017),10,4.492985971943888,0.17938046241257544,3.3287329351356507,8719
Harvey (2017),10,4.521042084168338,0.17740196263941357,3.3287329351356507,8719
Harvey (2017),10,4.5490981963927855,0.17537240819931632,3.3287329351356507,8719
Harvey (2017),10,4.577154308617235,0.1732958231240218,3.3287329351356507,8719
Harvey (2017),10,4.605210420841683,0.17117690337772523,3.3287329351356507,8719
Harvey (2017),10,4.6332665330661325,0.16902089593032227,3.3287329351356507,8719
Harvey (2017),10,4.661322645290582,0.16683345720591852,3.3287329351356507,8719
Harvey (2017),10,4.68937875751503,0.16462049862967226,3.3287329351356507,8719
Harvey (2017),10,4.7174348697394795,0.16238802681481695,3.3287329351356507,8719
Harvey (2017),10,4.745490981963927,0.16014198549915853,3.3287329351356507,8719
Harvey (2017),10,4.773547094188377,0.1578881057258708,3.3287329351356507,8719
Harvey (2017),10,4.8016032064128265,0.15563177002382073,3.3287329351356507,8719
Harvey (2017),10,4.829659318637274,0.15337789552089395,3.3287329351356507,8719
Harvey (2017),10,4.857715430861724,0.15113084004966162,3.3287329351356507,8719
Harvey (2017),10,4.885771543086172,0.14889433439724803,3.3287329351356507,8719
Harvey (2017),10,4.913827655310621,0.14667144292147113,3.3287329351356507,8719
Harvey (2017),10,4.941883767535071,0.14446455380843196,3.3287329351356507,8719
Harvey (2017),10,4.969939879759519,0.1422753992851213,3.3287329351356507,8719
Harvey (2017),10,4.997995991983968,0.1401051051249467,3.3287329351356507,8719
Harvey (2017),10,5.026052104208416,0.13795426779567324,3.3287329351356507,8719
Harvey (2017),10,5.054108216432866,0.1358230566020263,3.3287329351356507,8719
Harvey (2017),10,5.082164328657315,0.13371133717797462,3.3287329351356507,8719
Harvey (2017),10,5.110220440881763,0.13161881170346362,3.3287329351356507,8719
Harvey (2017),10,5.138276553106213,0.12954517028473103,3.3287329351356507,8719
Harvey (2017),10,5.166332665330662,0.1274902470871605,3.3287329351356507,8719
Harvey (2017),10,5.19438877755511,0.1254541740994405,3.3287329351356507,8719
Harvey (2017),10,5.22244488977956,0.12343752490445524,3.3287329351356507,8719
Harvey (2017),10,5.2505010020040075,0.12144144061068791,3.3287329351356507,8719
Harvey (2017),10,5.278557114228457,0.11946773023330713,3.3287329351356507,8719
Harvey (2017),10,5.306613226452907,0.1175189383728214,3.3287329351356507,8719
Harvey (2017),10,5.3346693386773545,0.11559837406687387,3.3287329351356507,8719
Harvey (2017),10,5.362725450901804,0.1137100962013548,3.3287329351356507,8719
Harvey (2017),10,5.390781563126252,0.11185885283307556,3.3287329351356507,8719
Harvey (2017),10,5.4188376753507015,0.11004997412340159,3.3287329351356507,8719
Harvey (2017),10,5.446893787575151,0.1082892211881918,3.3287329351356507,8719
Harvey (2017),10,5.474949899799599,0.10658259586975692,3.3287329351356507,8719
Harvey (2017),10,5.5030060120240485,0.10493611903613798,3.3287329351356507,8719
Harvey (2017),10,5.531062124248496,0.10335558730283106,3.3287329351356507,8719
Harvey (2017),10,5.559118236472946,0.10184631985012944,3.3287329351356507,8719
Harvey (2017),10,5.5871743486973955,0.10041290810200403,3.3287329351356507,8719
Harvey (2017),10,5.615230460921843,0.09905898131557832,3.3287329351356507,8719
Harvey (2017),10,5.643286573146293,0.09778700054476007,3.3287329351356507,8719
Harvey (2017),10,5.6713426853707425,0.09659809200356743,3.3287329351356507,8719
Harvey (2017),10,5.69939879759519,0.09549192865713235,3.3287329351356507,8719
Harvey (2017),10,5.72745490981964,0.09446666607424584,3.3287329351356507,8719
Harvey (2017),10,5.755511022044088,0.09351893540278235,3.3287329351356507,8719
Harvey (2017),10,5.783567134268537,0.09264389303039026,3.3287329351356507,8719
Harvey (2017),10,5.811623246492987,0.0918353233278446,3.3287329351356507,8719
Harvey (2017),10,5.839679358717435,0.09108578808416073,3.3287329351356507,8719
Harvey (2017),10,5.867735470941884,0.09038681403160578,3.3287329351356507,8719
Harvey (2017),10,5.895791583166332,0.08972910836479726,3.3287329351356507,8719
Harvey (2017),10,5.923847695390782,0.08910279144784987,3.3287329351356507,8719
Harvey (2017),10,5.951903807615231,0.08849763596752266,3.3287329351356507,8719
Harvey (2017),10,5.979959919839679,0.08790330254809924,3.3287329351356507,8719
Harvey (2017),10,6.008016032064129,0.08730956315749941,3.3287329351356507,8719
Harvey (2017),10,6.0360721442885765,0.08670650532727332,3.3287329351356507,8719
Harvey (2017),10,6.064128256513026,0.08608471208956303,3.3287329351356507,8719
Harvey (2017),10,6.092184368737476,0.08543541441627418,3.3287329351356507,8719
Harvey (2017),10,6.1202404809619235,0.0847506146715726,3.3287329351356507,8719
Harvey (2017),10,6.148296593186373,0.08402318104288649,3.3287329351356507,8719
Harvey (2017),10,6.176352705410821,0.08324691403364212,3.3287329351356507,8719
Harvey (2017),10,6.2044088176352705,0.08241658687128707,3.3287329351356507,8719
Harvey (2017),10,6.23246492985972,0.08152796214127171,3.3287329351356507,8719
Harvey (2017),10,6.260521042084168,0.08057778717084148,3.3287329351356507,8719
Harvey (2017),10,6.2885771543086175,0.07956377074352747,3.3287329351356507,8719
Harvey (2017),10,6.316633266533067,0.0784845437155315,3.3287329351356507,8719
Harvey (2017),10,6.344689378757515,0.07733960610389319,3.3287329351356507,8719
Harvey (2017),10,6.3727454909819645,0.07612926327169425,3.3287329351356507,8719
Harvey (2017),10,6.400801603206412,0.07485455396218016,3.3287329351356507,8719
Harvey (2017),10,6.428857715430862,0.0735171731113072,3.3287329351356507,8719
Harvey (2017),10,6.4569138276553115,0.07211939254705586,3.3287329351356507,8719
Harvey (2017),10,6.484969939879759,0.07066398279474556,3.3287329351356507,8719
Harvey (2017),10,6.513026052104209,0.0691541391757004,3.3287329351356507,8719
Harvey (2017),10,6.541082164328657,0.06759341514645066,3.3287329351356507,8719
Harvey (2017),10,6.569138276553106,0.06598566533455902,3.3287329351356507,8719
Harvey (2017),10,6.597194388777556,0.06433499997609446,3.3287329351356507,8719
Harvey (2017),10,6.625250501002004,0.06264575147865599,3.3287329351356507,8719
Harvey (2017),10,6.653306613226453,0.06092245269142622,3.3287329351356507,8719
Harvey (2017),10,6.681362725450901,0.059169825261435306,3.3287329351356507,8719
Harvey (2017),10,6.709418837675351,0.05739277531582257,3.3287329351356507,8719
Harvey (2017),10,6.7374749498998,0.05559639276282396,3.3287329351356507,8719
Harvey (2017),10,6.765531062124248,0.05378594986887722,3.3287329351356507,8719
Harvey (2017),10,6.793587174348698,0.05196689453929552,3.3287329351356507,8719
Harvey (2017),10,6.821643286573146,0.050144833959998115,3.3287329351356507,8719
Harvey (2017),10,6.849699398797595,0.04832550495473232,3.3287329351356507,8719
Harvey (2017),10,6.877755511022045,0.046514728532227545,3.3287329351356507,8719
Harvey (2017),10,6.905811623246493,0.04471834754919894,3.3287329351356507,8719
Harvey (2017),10,6.933867735470942,0.042942148067573356,3.3287329351356507,8719
Harvey (2017),10,6.961923847695392,0.04119176668178153,3.3287329351356507,8719
Harvey (2017),10,6.98997995991984,0.03947258766963149,3.3287329351356507,8719
Harvey (2017),10,7.018036072144289,0.03778963512221136,3.3287329351356507,8719
Harvey (2017),10,7.046092184368737,0.03614746610400346,3.3287329351356507,8719
Harvey (2017),10,7.074148296593187,0.03455007129289099,3.3287329351356507,8719
Harvey (2017),10,7.102204408817636,0.03300078940859498,3.3287329351356507,8719
Harvey (2017),10,7.130260521042084,0.031502241067468226,3.3287329351356507,8719
Harvey (2017),10,7.158316633266534,0.030056286562328897,3.3287329351356507,8719
Harvey (2017),10,7.186372745490981,0.028664010562286464,3.3287329351356507,8719
Harvey (2017),10,7.214428857715431,0.027325734995078583,3.3287329351356507,8719
Harvey (2017),10,7.242484969939881,0.02604105956597516,3.3287329351356507,8719
Harvey (2017),10,7.270541082164328,0.024808927636555074,3.3287329351356507,8719
Harvey (2017),10,7.298597194388778,0.02362771367322898,3.3287329351356507,8719
Harvey (2017),10,7.326653306613226,0.022495327291807508,3.3287329351356507,8719
Harvey (2017),10,7.354709418837675,0.021409328146945135,3.3287329351356507,8719
Harvey (2017),10,7.382765531062125,0.020367045579031705,3.3287329351356507,8719
Harvey (2017),10,7.410821643286573,0.019365697029799213,3.3287329351356507,8719
Harvey (2017),10,7.438877755511022,0.01840249972815358,3.3287329351356507,8719
Harvey (2017),10,7.46693386773547,0.017474770956541905,3.3287329351356507,8719
Harvey (2017),10,7.49498997995992,0.016580013242958557,3.3287329351356507,8719
Harvey (2017),10,7.523046092184369,0.015715981983293846,3.3287329351356507,8719
Harvey (2017),10,7.551102204408817,0.014880734183882034,3.3287329351356507,8719
Harvey (2017),10,7.579158316633267,0.014072658136662794,3.3287329351356507,8719
Harvey (2017),10,7.607214428857716,0.013290484828959526,3.3287329351356507,8719
Harvey (2017),10,7.635270541082164,0.012533282697911548,3.3287329351356507,8719
Harvey (2017),10,7.663326653306614,0.011800437940303736,3.3287329351356507,8719
Harvey (2017),10,7.691382765531062,0.011091622977468225,3.3287329351356507,8719
Harvey (2017),10,7.719438877755511,0.010406755865434134,3.3287329351356507,8719
Harvey (2017),10,7.747494989979961,0.009745953458931743,3.3287329351356507,8719
Harvey (2017),10,7.775551102204409,0.00910948101824936,3.3287329351356507,8719
Harvey (2017),10,7.803607214428858,0.008497700726963812,3.3287329351356507,8719
Harvey (2017),10,7.831663326653306,0.007911021301165177,3.3287329351356507,8719
Harvey (2017),10,7.859719438877756,0.007349850547090095,3.3287329351356507,8719
Harvey (2017),10,7.887775551102205,0.006814552387517331,3.3287329351356507,8719
Harvey (2017),10,7.915831663326653,0.006305409544100584,3.3287329351356507,8719
Harvey (2017),10,7.943887775551103,0.00582259274263167,3.3287329351356507,8719
Harvey (2017),10,7.97194388777555,0.005366137005361,3.3287329351356507,8719
Harvey (2017),10,8.0,0.0049359253097962874,3.3287329351356507,8719
Harvey (2017),50,-6.0,4.191407873916054e-24,1.8482638600587176,4039
Harvey (2017),50,-5.971943887775551,1.2958219647426788e-23,1.8482638600587176,4039
Harvey (2017),50,-5.943887775551103,3.9504653151605386e-23,1.8482638600587176,4039
Harvey (2017),50,-5.915831663326653,1.187595889604393e-22,1.8482638600587176,4039
Harvey (2017),50,-5.887775551102204,3.520518657675101e-22,1.8482638600587176,4039
Harvey (2017),50,-5.859719438877756,1.0291108658315068e-21,1.8482638600587176,4039
Harvey (2017),50,-5.831663326653307,2.966437793924109e-21,1.8482638600587176,4039
Harvey (2017),50,-5.803607214428857,8.431909147704203e-21,1.8482638600587176,4039
Harvey (2017),50,-5.775551102204409,2.363383546720244e-20,1.8482638600587176,4039
Harvey (2017),50,-5.74749498997996,6.532210069974235e-20,1.8482638600587176,4039
Harvey (2017),50,-5.719438877755511,1.7803433104271223e-19,1.8482638600587176,4039
Harvey (2017),50,-5.6913827655310625,4.784814315262932e-19,1.8482638600587176,4039
Harvey (2017),50,-5.663326653306613,1.2680727838437056e-18,1.8482638600587176,4039
Harvey (2017),50,-5.635270541082164,3.313912868497363e-18,1.8482638600587176,4039
Harvey (2017),50,-5.6072144288577155,8.539960415689339e-18,1.8482638600587176,4039
Harvey (2017),50,-5.579158316633267,2.170144054658497e-17,1.8482638600587176,4039
Harvey (2017),50,-5.551102204408817,5.438000927075107e-17,1.8482638600587176,4039
Harvey (2017),50,-5.5230460921843685,1.343717844977914e-16,1.8482638600587176,4039
Harvey (2017),50,-5.49498997995992,3.27412369896618e-16,1.8482638600587176,4039
Harvey (2017),50,-5.466933867735471,7.866841219576666e-16,1.8482638600587176,4039
Harvey (2017),50,-5.438877755511022,1.863906471482717e-15,1.8482638600587176,4039
Harvey (2017),50,-5.410821643286573,4.354782046538281e-15,1.8482638600587176,4039
Harvey (2017),50,-5.382765531062124,1.0032922883556991e-14,1.8482638600587176,4039
Harvey (2017),50,-5.354709418837675,2.2793313184198882e-14,1.8482638600587176,4039
Harvey (2017),50,-5.326653306613227,5.106303132122066e-14,1.8482638600587176,4039
Harvey (2017),50,-5.298597194388778,1.1280416321936539e-13,1.8482638600587176,4039
Harvey (2017),50,-5.270541082164328,2.4573292440089766e-13,1.8482638600587176,4039
Harvey (2017),50,-5.24248496993988,5.2786343683312e-13,1.8482638600587176,4039
Harvey (2017),50,-5.214428857715431,1.1181503308239253e-12,1.8482638600587176,4039
Harvey (2017),50,-5.186372745490982,2.3356062124527463e-12,1.8482638600587176,4039
Harvey (2017),50,-5.158316633266534,4.810833688481786e-12,1.8482638600587176,4039
Harvey (2017),50,-5.130260521042084,9.771537856239409e-12,1.8482638600587176,4039
Harvey (2017),50,-5.102204408817635,1.9571674522650703e-11,1.8482638600587176,4039
Harvey (2017),50,-5.074148296593187,3.865594278379926e-11,1.8482638600587176,4039
Harvey (2017),50,-5.046092184368737,7.528849345911987e-11,1.8482638600587176,4039
Harvey (2017),50,-5.018036072144288,1.445992195625239e-10,1.8482638600587176,4039
Harvey (2017),50,-4.98997995991984,2.7386049314658226e-10,1.8482638600587176,4039
Harvey (2017),50,-4.961923847695391,5.114699984270165e-10,1.8482638600587176,4039
Harvey (2017),50,-4.933867735470942,9.419757222058064e-10,1.8482638600587176,4039
Harvey (2017),50,-4.905811623246493,1.7107622317225534e-09,1.8482638600587176,4039
Harvey (2017),50,-4.877755511022044,3.063880781054684e-09,1.8482638600587176,4039
Harvey (2017),50,-4.849699398797595,5.411136261669212e-09,1.8482638600587176,4039
Harvey (2017),50,-4.8216432865731464,9.424144143824674e-09,1.8482638600587176,4039
Harvey (2017),50,-4.793587174348698,1.618583117750026e-08,1.8482638600587176,4039
Harvey (2017),50,-4.765531062124248,2.741390645790558e-08,1.8482638600587176,4039
Harvey (2017),50,-4.7374749498997994,4.578817562410862e-08,1.8482638600587176,4039
Harvey (2017),50,-4.709418837675351,7.541998359282618e-08,1.8482638600587176,4039
Harvey (2017),50,-4.681362725450902,1.2251097586622912e-07,1.8482638600587176,4039
Harvey (2017),50,-4.653306613226453,1.962567129535701e-07,1.8482638600587176,4039
Harvey (2017),50,-4.625250501002004,3.100568094508237e-07,1.8482638600587176,4039
Harvey (2017),50,-4.597194388777555,4.830948868387576e-07,1.8482638600587176,4039
Harvey (2017),50,-4.569138276553106,7.423457765882508e-07,1.8482638600587176,4039
Harvey (2017),50,-4.541082164328657,1.125050674630336e-06,1.8482638600587176,4039
Harvey (2017),50,-4.513026052104209,1.681669830916666e-06,1.8482638600587176,4039
Harvey (2017),50,-4.484969939879759,2.479273884786109e-06,1.8482638600587176,4039
Harvey (2017),50,-4.456913827655311,3.6052675179823624e-06,1.8482638600587176,4039
Harvey (2017),50,-4.428857715430862,5.1712534495354374e-06,1.8482638600587176,4039
