threshold_m,metric,x,density
1,sr,0.25250501002004005,0.3507994005680279
1,sr,0.2545090180360721,0.3501890912733344
1,sr,0.2565130260521042,0.35043621956777016
1,sr,0.25851703406813625,0.3518746919490126
1,sr,0.2605210420841683,0.3548303940062515
1,sr,0.2625250501002004,0.3596135924924462
1,sr,0.26452905811623245,0.3665104753901505
1,sr,0.2665330661322645,0.3757736110253433
1,sr,0.2685370741482966,0.38761124129679203
1,sr,0.27054108216432865,0.4021755334803114
1,sr,0.2725450901803607,0.4195501826759276
1,sr,0.2745490981963928,0.43973805197248955
1,sr,0.27655310621242485,0.46264981837851643
1,sr,0.2785571142284569,0.4880948128150473
1,sr,0.280561122244489,0.5157753568896829
1,sr,0.282565130260521,0.5452858715665337
1,sr,0.28456913827655306,0.5761178424382353
1,sr,0.2865731462925851,0.607671372445659
1,sr,0.2885771543086172,0.6392735571240975
1,sr,0.29058116232464926,0.6702033225383128
1,sr,0.2925851703406813,0.699721731959778
1,sr,0.2945891783567134,0.7271061645775119
1,sr,0.29659318637274545,0.7516862707884298
1,sr,0.2985971943887775,0.7728792794103709
1,sr,0.3006012024048096,0.7902221219530576
1,sr,0.30260521042084165,0.8033979738423118
1,sr,0.3046092184368737,0.8122551899146736
1,sr,0.3066132264529058,0.8168171996411456
1,sr,0.30861723446893785,0.8172826673733027
1,sr,0.3106212424849699,0.8140160347491764
1,sr,0.312625250501002,0.8075293556235403
1,sr,0.31462925851703405,0.7984570187667291
1,sr,0.3166332665330661,0.7875254536164207
1,sr,0.3186372745490982,0.7755201772801368
1,sr,0.32064128256513025,0.7632525464268699
1,sr,0.3226452905811623,0.7515283403118175
1,sr,0.3246492985971944,0.7411198681487472
1,sr,0.32665330661322645,0.7327427374228627
1,sr,0.3286573146292585,0.7270378245567706
1,sr,0.3306613226452906,0.7245584396601091
1,sr,0.33266533066132264,0.7257622424365326
1,sr,0.33466933867735466,0.7310071910894193
1,sr,0.3366733466933867,0.7405507038985126
1,sr,0.3386773547094188,0.7545512672577427
