disaster,home_zip,int_bin
Florence (2018),28312,Gale-force (50–63kt)
Florence (2018),28454,Hurricane-force (>=64kt)
Florence (2018),28562,Hurricane-force (>=64kt)
Florence (2018),32225,No TS winds (<34kt)
Florence (2018),32413,No TS winds (<34kt)
Florence (2018),32907,No TS winds (<34kt)
Florence (2018),33428,No TS winds (<34kt)
Florence (2018),33543,No TS winds (<34kt)
Florence (2018),33830,No TS winds (<34kt)
Florence (2018),33908,No TS winds (<34kt)
Florence (2018),34986,No TS winds (<34kt)
Florence (2018),32579,No TS winds (<34kt)
Florence (2018),34103,No TS winds (<34kt)
Florence (2018),34229,No TS winds (<34kt)
Florence (2018),28511,Hurricane-force (>=64kt)
Florence (2018),33321,No TS winds (<34kt)
Florence (2018),33770,No TS winds (<34kt)
Florence (2018),36549,No TS winds (<34kt)
Florence (2018),27531,Gale-force (50–63kt)
Florence (2018),27948,Tropical-storm (34–49kt)
Florence (2018),33440,No TS winds (<34kt)
Florence (2018),34688,No TS winds (<34kt)
Florence (2018),28739,No TS winds (<34kt)
Florence (2018),32009,No TS winds (<34kt)
Florence (2018),28504,Hurricane-force (>=64kt)
Florence (2018),28624,No TS winds (<34kt)
Florence (2018),34211,No TS winds (<34kt)
Florence (2018),27249,No TS winds (<34kt)
Florence (2018),28097,Tropical-storm (34–49kt)
Florence (2018),32960,No TS winds (<34kt)
Florence (2018),28787,No TS winds (<34kt)
Florence (2018),27262,No TS winds (<34kt)
Florence (2018),28382,Gale-force (50–63kt)
Florence (2018),32212,No TS winds (<34kt)
Florence (2018),33170,No TS winds (<34kt)
Florence (2018),34429,No TS winds (<34kt)
Florence (2018),28152,No TS winds (<34kt)
Florence (2018),28206,No TS winds (<34kt)
Florence (2018),34216,No TS winds (<34kt)
Florence (2018),27601,Tropical-storm (34–49kt)
Florence (2018),27605,Tropical-storm (34–49kt)
Florence (2018),28531,Hurricane-force (>=64kt)
Florence (2018),23887,Tropical-storm (34–49kt)
Florence (2018),27233,Tropical-storm (34–49kt)
Florence (2018),28006,No TS winds (<34kt)
Florence (2018),32189,No TS winds (<34kt)
Florence (2018),32102,No TS winds (<34kt)
Florence (2018),36442,No TS winds (<34kt)
Florence (2018),33848,No TS winds (<34kt)
Florence (2018),28740,No TS winds (<34kt)
Florence (2018),27937,Tropical-storm (34–49kt)
Florence (2018),28774,No TS winds (<34kt)
Florence (2018),28649,No TS winds (<34kt)
Florence (2018),23322,Tropical-storm (34–49kt)
Florence (2018),27965,Tropical-storm (34–49kt)
Florence (2018),28746,No TS winds (<34kt)
Florence (2018),32641,No TS winds (<34kt)
Florence (2018),27305,No TS winds (<34kt)
Florence (2018),27919,Tropical-storm (34–49kt)
Florence (2018),28575,Hurricane-force (>=64kt)
Florence (2018),31547,No TS winds (<34kt)
Florence (2018),28343,Tropical-storm (34–49kt)
Florence (2018),28515,Hurricane-force (>=64kt)
Florence (2018),27928,Tropical-storm (34–49kt)
Florence (2018),28439,Gale-force (50–63kt)
Florence (2018),36511,No TS winds (<34kt)
Florence (2018),33854,No TS winds (<34kt)
Florence (2018),32511,No TS winds (<34kt)
Florence (2018),28628,No TS winds (<34kt)
Florence (2018),32228,No TS winds (<34kt)
Florence (2018),28464,Hurricane-force (>=64kt)
Florence (2018),28757,No TS winds (<34kt)
Florence (2018),28452,Hurricane-force (>=64kt)
Florence (2018),27922,Tropical-storm (34–49kt)
Florence (2018),36560,No TS winds (<34kt)
Florence (2018),28537,Gale-force (50–63kt)
Florence (2018),34101,No TS winds (<34kt)
Florence (2018),27826,Gale-force (50–63kt)
Irma (2017),33184,Gale-force (50–63kt)
Irma (2017),33803,Hurricane-force (>=64kt)
Irma (2017),33967,Hurricane-force (>=64kt)
Irma (2017),33990,Hurricane-force (>=64kt)
Irma (2017),34135,Hurricane-force (>=64kt)
Irma (2017),32119,Gale-force (50–63kt)
Irma (2017),32145,Gale-force (50–63kt)
Irma (2017),32548,Tropical-storm (34–49kt)
Irma (2017),32830,Gale-force (50–63kt)
Irma (2017),32952,Gale-force (50–63kt)
Irma (2017),33426,Gale-force (50–63kt)
Irma (2017),33556,Gale-force (50–63kt)
Irma (2017),33706,Gale-force (50–63kt)
Irma (2017),34668,Hurricane-force (>=64kt)
Irma (2017),32043,Gale-force (50–63kt)
Irma (2017),32750,Gale-force (50–63kt)
Irma (2017),32811,Gale-force (50–63kt)
Irma (2017),32818,Gale-force (50–63kt)
Irma (2017),33055,Gale-force (50–63kt)
Irma (2017),33547,Hurricane-force (>=64kt)
Irma (2017),34104,Hurricane-force (>=64kt)
Irma (2017),33021,Gale-force (50–63kt)
Irma (2017),33065,Gale-force (50–63kt)
Irma (2017),33138,Gale-force (50–63kt)
Irma (2017),33311,Gale-force (50–63kt)
Irma (2017),33433,Gale-force (50–63kt)
Irma (2017),34229,Hurricane-force (>=64kt)
Irma (2017),32086,Gale-force (50–63kt)
Irma (2017),32095,Gale-force (50–63kt)
Irma (2017),32544,Tropical-storm (34–49kt)
Irma (2017),32619,Gale-force (50–63kt)
Irma (2017),33781,Gale-force (50–63kt)
Irma (2017),32159,Gale-force (50–63kt)
Irma (2017),32209,Gale-force (50–63kt)
Irma (2017),32317,Gale-force (50–63kt)
Irma (2017),33319,Gale-force (50–63kt)
Irma (2017),32311,Gale-force (50–63kt)
Irma (2017),32568,Tropical-storm (34–49kt)
Irma (2017),32807,Gale-force (50–63kt)
Irma (2017),33158,Gale-force (50–63kt)
Irma (2017),32960,Gale-force (50–63kt)
Irma (2017),32258,Gale-force (50–63kt)
Irma (2017),34994,Gale-force (50–63kt)
Irma (2017),32003,Gale-force (50–63kt)
Irma (2017),32331,Gale-force (50–63kt)
Irma (2017),34114,Hurricane-force (>=64kt)
Irma (2017),34138,Hurricane-force (>=64kt)
Irma (2017),32967,Gale-force (50–63kt)
Irma (2017),33852,Hurricane-force (>=64kt)
Irma (2017),34758,Gale-force (50–63kt)
Irma (2017),32130,Gale-force (50–63kt)
Irma (2017),32305,Gale-force (50–63kt)
Irma (2017),32053,Gale-force (50–63kt)
Irma (2017),32110,Gale-force (50–63kt)
Irma (2017),32148,Gale-force (50–63kt)
Irma (2017),32948,Gale-force (50–63kt)
Irma (2017),32064,Gale-force (50–63kt)
Irma (2017),32052,Gale-force (50–63kt)
Irma (2017),32190,Gale-force (50–63kt)
Irma (2017),34753,Hurricane-force (>=64kt)
Irma (2017),32356,Gale-force (50–63kt)
Florence (2018),34679,No TS winds (<34kt)
Michael (2018),28461,Tropical-storm (34–49kt)
Michael (2018),28779,No TS winds (<34kt)
Michael (2018),32097,No TS winds (<34kt)
Michael (2018),32110,No TS winds (<34kt)
Michael (2018),32169,No TS winds (<34kt)
Michael (2018),32256,No TS winds (<34kt)
Michael (2018),32821,No TS winds (<34kt)
Michael (2018),32830,No TS winds (<34kt)
Michael (2018),32931,No TS winds (<34kt)
Michael (2018),33063,No TS winds (<34kt)
Michael (2018),33143,No TS winds (<34kt)
Michael (2018),34108,No TS winds (<34kt)
Michael (2018),34219,No TS winds (<34kt)
Michael (2018),36542,Tropical-storm (34–49kt)
Michael (2018),36575,No TS winds (<34kt)
Michael (2018),36695,No TS winds (<34kt)
Michael (2018),27834,Gale-force (50–63kt)
Michael (2018),28510,Gale-force (50–63kt)
Michael (2018),28572,Tropical-storm (34–49kt)
Michael (2018),32331,Tropical-storm (34–49kt)
Michael (2018),32751,No TS winds (<34kt)
Michael (2018),32907,No TS winds (<34kt)
Michael (2018),32934,No TS winds (<34kt)
Michael (2018),33004,No TS winds (<34kt)
Michael (2018),33070,No TS winds (<34kt)
Michael (2018),33073,No TS winds (<34kt)
Michael (2018),33756,No TS winds (<34kt)
Michael (2018),33811,No TS winds (<34kt)
Michael (2018),34114,No TS winds (<34kt)
Michael (2018),34117,No TS winds (<34kt)
Michael (2018),34238,No TS winds (<34kt)
Michael (2018),34286,No TS winds (<34kt)
Michael (2018),34639,No TS winds (<34kt)
Michael (2018),27262,No TS winds (<34kt)
Michael (2018),27870,No TS winds (<34kt)
Michael (2018),28644,No TS winds (<34kt)
Michael (2018),32220,No TS winds (<34kt)
Michael (2018),33176,No TS winds (<34kt)
Michael (2018),33706,No TS winds (<34kt)
Michael (2018),34103,No TS winds (<34kt)
Michael (2018),34105,No TS winds (<34kt)
Michael (2018),34667,No TS winds (<34kt)
Michael (2018),34677,No TS winds (<34kt)
Michael (2018),34981,No TS winds (<34kt)
Michael (2018),36509,No TS winds (<34kt)
Michael (2018),36544,No TS winds (<34kt)
Michael (2018),27525,No TS winds (<34kt)
Michael (2018),28386,Tropical-storm (34–49kt)
Michael (2018),28443,Tropical-storm (34–49kt)
Michael (2018),32628,Tropical-storm (34–49kt)
Michael (2018),32905,No TS winds (<34kt)
Michael (2018),33018,No TS winds (<34kt)
Michael (2018),33548,No TS winds (<34kt)
Michael (2018),33853,No TS winds (<34kt)
Michael (2018),36693,No TS winds (<34kt)
Michael (2018),27592,Tropical-storm (34–49kt)
Michael (2018),28613,No TS winds (<34kt)
Michael (2018),32127,No TS winds (<34kt)
Michael (2018),33062,No TS winds (<34kt)
Michael (2018),33760,No TS winds (<34kt)
Michael (2018),34689,No TS winds (<34kt)
Michael (2018),27407,No TS winds (<34kt)
Michael (2018),28715,No TS winds (<34kt)
Michael (2018),29303,No TS winds (<34kt)
Michael (2018),32179,No TS winds (<34kt)
Michael (2018),33437,No TS winds (<34kt)
Michael (2018),34698,No TS winds (<34kt)
Michael (2018),34785,No TS winds (<34kt)
Michael (2018),34945,No TS winds (<34kt)
Michael (2018),34949,No TS winds (<34kt)
Michael (2018),28594,Gale-force (50–63kt)
Michael (2018),27055,No TS winds (<34kt)
Michael (2018),28137,No TS winds (<34kt)
Michael (2018),28752,No TS winds (<34kt)
Michael (2018),32455,Gale-force (50–63kt)
Michael (2018),33714,No TS winds (<34kt)
Michael (2018),34208,No TS winds (<34kt)
Michael (2018),27601,No TS winds (<34kt)
Michael (2018),32968,No TS winds (<34kt)
Michael (2018),27980,Gale-force (50–63kt)
Michael (2018),29385,No TS winds (<34kt)
Michael (2018),34473,No TS winds (<34kt)
Michael (2018),36612,No TS winds (<34kt)
Michael (2018),33704,No TS winds (<34kt)
Michael (2018),33146,No TS winds (<34kt)
Michael (2018),32542,Tropical-storm (34–49kt)
Michael (2018),32609,No TS winds (<34kt)
Michael (2018),36528,No TS winds (<34kt)
Michael (2018),28119,Tropical-storm (34–49kt)
Michael (2018),29702,No TS winds (<34kt)
Michael (2018),32062,Tropical-storm (34–49kt)
Michael (2018),27537,No TS winds (<34kt)
Michael (2018),27565,No TS winds (<34kt)
Michael (2018),28431,Tropical-storm (34–49kt)
Michael (2018),32735,No TS winds (<34kt)
Michael (2018),32776,No TS winds (<34kt)
Michael (2018),33493,No TS winds (<34kt)
Michael (2018),28543,Gale-force (50–63kt)
Michael (2018),34228,No TS winds (<34kt)
Michael (2018),34217,No TS winds (<34kt)
Michael (2018),27014,No TS winds (<34kt)
Michael (2018),28756,No TS winds (<34kt)
Michael (2018),28731,No TS winds (<34kt)
Michael (2018),28741,No TS winds (<34kt)
Michael (2018),28345,Tropical-storm (34–49kt)
Michael (2018),39845,Gale-force (50–63kt)
Michael (2018),27299,No TS winds (<34kt)
Michael (2018),28020,No TS winds (<34kt)
Michael (2018),27589,No TS winds (<34kt)
Michael (2018),37326,No TS winds (<34kt)
Michael (2018),37681,No TS winds (<34kt)
Michael (2018),28582,Gale-force (50–63kt)
Michael (2018),28654,No TS winds (<34kt)
Michael (2018),32461,Gale-force (50–63kt)
Michael (2018),28729,No TS winds (<34kt)
Michael (2018),33839,No TS winds (<34kt)
Michael (2018),28531,Tropical-storm (34–49kt)
Michael (2018),28743,No TS winds (<34kt)
Michael (2018),27875,Gale-force (50–63kt)
Michael (2018),28579,Gale-force (50–63kt)
Michael (2018),28447,Tropical-storm (34–49kt)
Michael (2018),29525,Tropical-storm (34–49kt)
Michael (2018),32445,Gale-force (50–63kt)
Michael (2018),27553,No TS winds (<34kt)
Michael (2018),36426,No TS winds (<34kt)
Michael (2018),27937,Gale-force (50–63kt)
Michael (2018),36477,Tropical-storm (34–49kt)
Michael (2018),28442,Tropical-storm (34–49kt)
Michael (2018),34760,No TS winds (<34kt)
Michael (2018),29709,No TS winds (<34kt)
Michael (2018),23879,Tropical-storm (34–49kt)
Michael (2018),29368,No TS winds (<34kt)
Michael (2018),27555,Tropical-storm (34–49kt)
Michael (2018),23874,Tropical-storm (34–49kt)
Michael (2018),28076,No TS winds (<34kt)
Michael (2018),23857,Tropical-storm (34–49kt)
Michael (2018),37843,No TS winds (<34kt)
Michael (2018),36455,Tropical-storm (34–49kt)
Michael (2018),24333,No TS winds (<34kt)
Michael (2018),27872,Gale-force (50–63kt)
Michael (2018),31629,Tropical-storm (34–49kt)
Michael (2018),28587,Gale-force (50–63kt)
Harvey (2017),75062,No TS winds (<34kt)
Harvey (2017),75644,No TS winds (<34kt)
Harvey (2017),76245,No TS winds (<34kt)
Harvey (2017),78550,No TS winds (<34kt)
Harvey (2017),78660,No TS winds (<34kt)
Harvey (2017),79766,No TS winds (<34kt)
Harvey (2017),76177,No TS winds (<34kt)
Harvey (2017),78061,No TS winds (<34kt)
Harvey (2017),78570,No TS winds (<34kt)
Harvey (2017),71111,No TS winds (<34kt)
Harvey (2017),75098,No TS winds (<34kt)
Harvey (2017),76087,No TS winds (<34kt)
Harvey (2017),79602,No TS winds (<34kt)
Harvey (2017),77062,Tropical-storm (34–49kt)
Harvey (2017),78006,No TS winds (<34kt)
Harvey (2017),78669,No TS winds (<34kt)
Harvey (2017),75042,No TS winds (<34kt)
Harvey (2017),78215,Tropical-storm (34–49kt)
Harvey (2017),78230,No TS winds (<34kt)
Harvey (2017),79106,No TS winds (<34kt)
Harvey (2017),79763,No TS winds (<34kt)
Harvey (2017),75024,No TS winds (<34kt)
Harvey (2017),75063,No TS winds (<34kt)
Harvey (2017),75125,No TS winds (<34kt)
Harvey (2017),76262,No TS winds (<34kt)
Harvey (2017),77083,Tropical-storm (34–49kt)
Harvey (2017),78213,Tropical-storm (34–49kt)
Harvey (2017),79108,No TS winds (<34kt)
Harvey (2017),79606,No TS winds (<34kt)
Harvey (2017),79927,No TS winds (<34kt)
Harvey (2017),77007,Tropical-storm (34–49kt)
Harvey (2017),78384,No TS winds (<34kt)
Harvey (2017),79012,No TS winds (<34kt)
Harvey (2017),71449,No TS winds (<34kt)
Harvey (2017),75110,No TS winds (<34kt)
Harvey (2017),75662,No TS winds (<34kt)
Harvey (2017),76078,No TS winds (<34kt)
Harvey (2017),76531,No TS winds (<34kt)
Harvey (2017),77563,Tropical-storm (34–49kt)
Harvey (2017),78671,No TS winds (<34kt)
Harvey (2017),78732,No TS winds (<34kt)
Harvey (2017),79110,No TS winds (<34kt)
Harvey (2017),75501,No TS winds (<34kt)
Harvey (2017),76209,No TS winds (<34kt)
Harvey (2017),77020,Tropical-storm (34–49kt)
Harvey (2017),77802,Tropical-storm (34–49kt)
Harvey (2017),78252,No TS winds (<34kt)
Harvey (2017),88101,No TS winds (<34kt)
Harvey (2017),75831,No TS winds (<34kt)
Harvey (2017),79756,No TS winds (<34kt)
Harvey (2017),75150,No TS winds (<34kt)
Harvey (2017),75143,No TS winds (<34kt)
Harvey (2017),75216,No TS winds (<34kt)
Harvey (2017),75691,No TS winds (<34kt)
Harvey (2017),75050,No TS winds (<34kt)
Harvey (2017),75559,No TS winds (<34kt)
Harvey (2017),77396,Tropical-storm (34–49kt)
Harvey (2017),78064,Tropical-storm (34–49kt)
Harvey (2017),75762,No TS winds (<34kt)
Harvey (2017),76009,No TS winds (<34kt)
Harvey (2017),77302,Tropical-storm (34–49kt)
Harvey (2017),77328,Tropical-storm (34–49kt)
Harvey (2017),75442,No TS winds (<34kt)
Harvey (2017),71044,No TS winds (<34kt)
Harvey (2017),75215,No TS winds (<34kt)
Harvey (2017),76084,No TS winds (<34kt)
Harvey (2017),76872,No TS winds (<34kt)
Harvey (2017),88242,No TS winds (<34kt)
Harvey (2017),78368,Tropical-storm (34–49kt)
Harvey (2017),78626,No TS winds (<34kt)
Harvey (2017),73848,No TS winds (<34kt)
Harvey (2017),78608,No TS winds (<34kt)
Harvey (2017),71129,No TS winds (<34kt)
Harvey (2017),75752,No TS winds (<34kt)
Harvey (2017),78663,No TS winds (<34kt)
Harvey (2017),79245,No TS winds (<34kt)
Harvey (2017),79739,No TS winds (<34kt)
Harvey (2017),75412,No TS winds (<34kt)
Harvey (2017),75457,No TS winds (<34kt)
Harvey (2017),76249,No TS winds (<34kt)
Harvey (2017),75936,No TS winds (<34kt)
Harvey (2017),75471,No TS winds (<34kt)
Harvey (2017),71119,No TS winds (<34kt)
Harvey (2017),76651,No TS winds (<34kt)
Harvey (2017),77963,Hurricane-force (>=64kt)
Harvey (2017),78235,Tropical-storm (34–49kt)
Harvey (2017),76642,No TS winds (<34kt)
Harvey (2017),76821,No TS winds (<34kt)
Harvey (2017),75683,No TS winds (<34kt)
Harvey (2017),75756,No TS winds (<34kt)
Harvey (2017),75630,No TS winds (<34kt)
Harvey (2017),79544,No TS winds (<34kt)
Harvey (2017),75423,No TS winds (<34kt)
Harvey (2017),78940,Tropical-storm (34–49kt)
Harvey (2017),73931,No TS winds (<34kt)
Harvey (2017),71834,No TS winds (<34kt)
Harvey (2017),77482,Tropical-storm (34–49kt)
Harvey (2017),71082,No TS winds (<34kt)
Harvey (2017),76887,No TS winds (<34kt)
Harvey (2017),79370,No TS winds (<34kt)
Harvey (2017),79730,No TS winds (<34kt)
Harvey (2017),75558,No TS winds (<34kt)
Harvey (2017),78675,No TS winds (<34kt)
Harvey (2017),79084,No TS winds (<34kt)
Harvey (2017),76064,No TS winds (<34kt)
Harvey (2017),79567,No TS winds (<34kt)
Harvey (2017),78024,No TS winds (<34kt)
Harvey (2017),77629,No TS winds (<34kt)
Harvey (2017),78351,Tropical-storm (34–49kt)
Harvey (2017),78008,Tropical-storm (34–49kt)
Harvey (2017),79535,No TS winds (<34kt)
Harvey (2017),79541,No TS winds (<34kt)
Harvey (2017),79005,No TS winds (<34kt)
Harvey (2017),75420,No TS winds (<34kt)
Harvey (2017),77585,No TS winds (<34kt)
Harvey (2017),76253,No TS winds (<34kt)
Harvey (2017),74766,No TS winds (<34kt)
Harvey (2017),78344,No TS winds (<34kt)
Harvey (2017),77368,No TS winds (<34kt)
Harvey (2017),73933,No TS winds (<34kt)
Harvey (2017),76828,No TS winds (<34kt)
Harvey (2017),76435,No TS winds (<34kt)
Harvey (2017),78877,No TS winds (<34kt)
Harvey (2017),75493,No TS winds (<34kt)
Harvey (2017),75437,No TS winds (<34kt)
Harvey (2017),75164,No TS winds (<34kt)
Harvey (2017),74723,No TS winds (<34kt)
Harvey (2017),77326,No TS winds (<34kt)
Harvey (2017),77412,Tropical-storm (34–49kt)
Harvey (2017),75642,No TS winds (<34kt)
Harvey (2017),75849,No TS winds (<34kt)
Harvey (2017),78335,Hurricane-force (>=64kt)
Harvey (2017),75157,No TS winds (<34kt)
Harvey (2017),70652,No TS winds (<34kt)
Harvey (2017),76263,No TS winds (<34kt)
Harvey (2017),75475,No TS winds (<34kt)
Harvey (2017),76831,No TS winds (<34kt)
Harvey (2017),77969,Gale-force (50–63kt)
Imelda (2019),76226,No TS winds (<34kt)
Imelda (2019),76708,No TS winds (<34kt)
Imelda (2019),77447,No TS winds (<34kt)
Imelda (2019),77662,No TS winds (<34kt)
Imelda (2019),77665,No TS winds (<34kt)
Imelda (2019),78233,No TS winds (<34kt)
Imelda (2019),78660,No TS winds (<34kt)
Imelda (2019),75757,No TS winds (<34kt)
Imelda (2019),77017,No TS winds (<34kt)
Imelda (2019),77070,No TS winds (<34kt)
Imelda (2019),77091,No TS winds (<34kt)
Imelda (2019),79762,No TS winds (<34kt)
Imelda (2019),71104,No TS winds (<34kt)
Imelda (2019),75032,No TS winds (<34kt)
Imelda (2019),75462,No TS winds (<34kt)
Imelda (2019),75602,No TS winds (<34kt)
Imelda (2019),76444,No TS winds (<34kt)
Imelda (2019),77375,No TS winds (<34kt)
Imelda (2019),77506,No TS winds (<34kt)
Imelda (2019),77612,No TS winds (<34kt)
Imelda (2019),78728,No TS winds (<34kt)
Imelda (2019),79852,No TS winds (<34kt)
Imelda (2019),75454,No TS winds (<34kt)
Imelda (2019),76110,No TS winds (<34kt)
Imelda (2019),78654,No TS winds (<34kt)
Imelda (2019),79072,No TS winds (<34kt)
Imelda (2019),75078,No TS winds (<34kt)
Imelda (2019),75219,No TS winds (<34kt)
Imelda (2019),77066,No TS winds (<34kt)
Imelda (2019),78015,No TS winds (<34kt)
Imelda (2019),77043,No TS winds (<34kt)
Imelda (2019),77441,No TS winds (<34kt)
Imelda (2019),77521,No TS winds (<34kt)
Imelda (2019),78828,No TS winds (<34kt)
Imelda (2019),79705,No TS winds (<34kt)
Imelda (2019),79754,No TS winds (<34kt)
Imelda (2019),75236,No TS winds (<34kt)
Imelda (2019),76132,No TS winds (<34kt)
Imelda (2019),75081,No TS winds (<34kt)
Imelda (2019),77904,No TS winds (<34kt)
Imelda (2019),75959,No TS winds (<34kt)
Imelda (2019),76432,No TS winds (<34kt)
Imelda (2019),77978,No TS winds (<34kt)
Imelda (2019),79010,No TS winds (<34kt)
Imelda (2019),79904,No TS winds (<34kt)
Imelda (2019),76066,No TS winds (<34kt)
Imelda (2019),79336,No TS winds (<34kt)
